type,bounding_box,begin_time,end_time,details,span
Hail+Thunderstorm_Wind,1327_628_1390_695,2020-08-27 15:00:00,2020-08-27 18:00:00,"Hail 2020082716 2020082718,Thunderstorm_Wind 2020082715 2020082717",0 days 07:00:00
Flash_Flood,1778_1038_1798_1058,2020-08-27 15:00:00,2020-08-27 22:00:00,Flash_Flood 2020082715 2020082722,0 days 11:00:00
Marine_Thunderstorm_Wind,1361_692_1405_738,2020-08-27 15:00:00,2020-08-27 15:00:00,Marine_Thunderstorm_Wind 2020082715 2020082715,0 days 04:00:00
Flash_Flood+Thunderstorm_Wind,1341_547_1406_611,2020-08-27 15:00:00,2020-08-27 20:00:00,"Flash_Flood 2020082715 2020082720,Thunderstorm_Wind 2020082716 2020082716",0 days 09:00:00
Thunderstorm_Wind,1363_612_1441_704,2020-08-27 15:00:00,2020-08-27 18:00:00,Thunderstorm_Wind 2020082715 2020082718,0 days 07:00:00
Heat,364_394_395_471,2020-08-27 16:00:00,2020-08-27 16:00:00,,0 days 04:00:00
Thunderstorm_Wind,1371_673_1411_713,2020-08-27 16:00:00,2020-08-27 16:00:00,Thunderstorm_Wind 2020082716 2020082716,0 days 04:00:00
Thunderstorm_Wind,882_306_929_352,2020-08-27 16:00:00,2020-08-27 16:00:00,Thunderstorm_Wind 2020082716 2020082716,0 days 04:00:00
Heat,389_463_427_500,2020-08-27 16:00:00,2020-08-27 16:00:00,,0 days 04:00:00
Heat,306_349_344_426,2020-08-27 16:00:00,2020-08-27 16:00:00,,0 days 04:00:00
Thunderstorm_Wind,1397_617_1501_747,2020-08-27 16:00:00,2020-08-27 19:00:00,Thunderstorm_Wind 2020082716 2020082719,0 days 07:00:00
Heat,414_257_434_278,2020-08-27 16:00:00,2020-08-27 16:00:00,,0 days 04:00:00
Heat,320_187_396_334,2020-08-27 16:00:00,2020-08-27 16:00:00,,0 days 04:00:00
Heat,315_504_336_525,2020-08-27 16:00:00,2020-08-27 16:00:00,,0 days 04:00:00
Thunderstorm_Wind+Tornado,1078_369_1133_467,2020-08-27 16:00:00,2020-08-27 20:00:00,"Thunderstorm_Wind 2020082716 2020082720,Tornado 2020082717 2020082720",0 days 08:00:00
Flash_Flood+Flood+Heavy_Rain,1058_709_1126_769,2020-08-27 16:00:00,2020-08-28 20:00:00,"Flash_Flood 2020082801 2020082806,Flood 2020082805 2020082820,Heavy_Rain 2020082716 2020082812",1 days 08:00:00
Thunderstorm_Wind,1336_625_1389_681,2020-08-27 16:00:00,2020-08-27 18:00:00,Thunderstorm_Wind 2020082716 2020082718,0 days 06:00:00
Hail+Thunderstorm_Wind,725_778_789_831,2020-08-27 16:00:00,2020-08-27 17:00:00,"Hail 2020082716 2020082717,Thunderstorm_Wind 2020082717 2020082717",0 days 05:00:00
Wind,1553_742_1601_782,2020-08-27 17:00:00,2020-08-27 17:00:00,,0 days 04:00:00
Thunderstorm_Wind,1354_631_1394_672,2020-08-27 17:00:00,2020-08-27 17:00:00,Thunderstorm_Wind 2020082717 2020082717,0 days 04:00:00
Wind,1457_728_1502_773,2020-08-27 17:00:00,2020-08-27 17:00:00,,0 days 04:00:00
Thunderstorm_Wind,718_692_762_735,2020-08-27 17:00:00,2020-08-27 17:00:00,Thunderstorm_Wind 2020082717 2020082717,0 days 04:00:00
Hail,697_744_749_794,2020-08-27 17:00:00,2020-08-27 17:00:00,Hail 2020082717 2020082717,0 days 04:00:00
Marine_Thunderstorm_Wind,1482_598_1527_650,2020-08-27 17:00:00,2020-08-27 17:00:00,Marine_Thunderstorm_Wind 2020082717 2020082717,0 days 04:00:00
Flash_Flood+Thunderstorm_Wind,1081_696_1165_753,2020-08-27 17:00:00,2020-08-28 10:00:00,"Flash_Flood 2020082718 2020082721,Thunderstorm_Wind 2020082717 2020082810",0 days 21:00:00
Hail,747_802_816_862,2020-08-27 17:00:00,2020-08-27 18:00:00,Hail 2020082717 2020082718,0 days 05:00:00
Hail+Thunderstorm_Wind,687_745_743_793,2020-08-27 17:00:00,2020-08-27 18:00:00,"Hail 2020082717 2020082718,Thunderstorm_Wind 2020082717 2020082717",0 days 05:00:00
Heat,287_104_561_540,2020-08-27 17:00:00,2020-08-27 17:00:00,,0 days 04:00:00
Heat,707_175_735_213,2020-08-27 17:00:00,2020-08-27 17:00:00,,0 days 04:00:00
Hail,704_743_752_790,2020-08-27 17:00:00,2020-08-27 17:00:00,Hail 2020082717 2020082717,0 days 04:00:00
Hail+Thunderstorm_Wind,731_684_823_778,2020-08-27 17:00:00,2020-08-27 21:00:00,"Hail 2020082717 2020082717,Thunderstorm_Wind 2020082718 2020082721",0 days 08:00:00
Thunderstorm_Wind,727_675_767_715,2020-08-27 17:00:00,2020-08-27 17:00:00,Thunderstorm_Wind 2020082717 2020082717,0 days 04:00:00
Heat,703_170_739_213,2020-08-27 18:00:00,2020-08-27 18:00:00,,0 days 04:00:00
Heat,800_259_837_315,2020-08-27 18:00:00,2020-08-27 18:00:00,,0 days 04:00:00
Heat,762_87_927_230,2020-08-27 18:00:00,2020-08-27 18:00:00,,0 days 04:00:00
Hail,720_762_768_809,2020-08-27 18:00:00,2020-08-27 18:00:00,Hail 2020082718 2020082718,0 days 04:00:00
Heat,286_62_568_542,2020-08-27 18:00:00,2020-08-27 18:00:00,,0 days 04:00:00
Thunderstorm_Wind,1503_656_1559_716,2020-08-27 18:00:00,2020-08-27 20:00:00,Thunderstorm_Wind 2020082718 2020082720,0 days 06:00:00
Thunderstorm_Wind,711_721_809_785,2020-08-27 18:00:00,2020-08-27 20:00:00,Thunderstorm_Wind 2020082718 2020082720,0 days 06:00:00
Hail,676_719_729_770,2020-08-27 18:00:00,2020-08-27 18:00:00,Hail 2020082718 2020082718,0 days 04:00:00
Thunderstorm_Wind,1527_672_1567_723,2020-08-27 18:00:00,2020-08-27 19:00:00,Thunderstorm_Wind 2020082718 2020082719,0 days 05:00:00
Wind,1183_327_1230_375,2020-08-27 18:00:00,2020-08-27 18:00:00,,0 days 04:00:00
Wind,1405_721_1627_787,2020-08-27 18:00:00,2020-08-27 18:00:00,,0 days 04:00:00
Flash_Flood+Thunderstorm_Wind+Tornado,1098_352_1193_431,2020-08-27 18:00:00,2020-08-28 22:00:00,"Flash_Flood 2020082822 2020082822,Thunderstorm_Wind 2020082718 2020082814,Tornado 2020082805 2020082805",1 days 08:00:00
Thunderstorm_Wind,1139_446_1202_503,2020-08-27 18:00:00,2020-08-27 19:00:00,Thunderstorm_Wind 2020082718 2020082719,0 days 05:00:00
Thunderstorm_Wind,738_692_786_739,2020-08-27 18:00:00,2020-08-27 18:00:00,Thunderstorm_Wind 2020082718 2020082718,0 days 04:00:00
Heat,644_0_946_354,2020-08-27 19:00:00,2020-08-27 19:00:00,,0 days 04:00:00
Heat,737_508_760_529,2020-08-27 19:00:00,2020-08-27 19:00:00,,0 days 04:00:00
Wind+Hail,1407_727_1478_776,2020-08-27 19:00:00,2020-08-27 19:00:00,,0 days 04:00:00
Wind,1181_329_1228_375,2020-08-27 19:00:00,2020-08-27 19:00:00,,0 days 04:00:00
Thunderstorm_Wind,1481_647_1540_707,2020-08-27 19:00:00,2020-08-27 19:00:00,Thunderstorm_Wind 2020082719 2020082719,0 days 04:00:00
Heat,287_20_598_549,2020-08-27 19:00:00,2020-08-27 19:00:00,,0 days 04:00:00
Wind+Hail+Tornado,1528_714_1581_764,2020-08-27 19:00:00,2020-08-27 19:00:00,,0 days 04:00:00
Heat,274_0_951_560,2020-08-27 20:00:00,2020-08-27 20:00:00,,0 days 04:00:00
Wind,1179_379_1230_424,2020-08-27 20:00:00,2020-08-27 20:00:00,,0 days 04:00:00
Wind+Tornado+Hail,1343_648_1603_771,2020-08-27 20:00:00,2020-08-27 20:00:00,,0 days 04:00:00
Heat,738_509_760_530,2020-08-27 20:00:00,2020-08-27 20:00:00,,0 days 04:00:00
Thunderstorm_Wind+Tornado,777_709_948_802,2020-08-27 20:00:00,2020-08-28 02:00:00,"Thunderstorm_Wind 2020082720 2020082802,Tornado 2020082723 2020082801",0 days 10:00:00
Wind,1178_381_1273_443,2020-08-27 21:00:00,2020-08-27 21:00:00,,0 days 04:00:00
Wind,1177_554_1587_761,2020-08-27 21:00:00,2020-08-27 21:00:00,,0 days 04:00:00
Lightning+Thunderstorm_Wind,1490_509_1543_578,2020-08-27 21:00:00,2020-08-27 22:00:00,"Lightning 2020082722 2020082722,Thunderstorm_Wind 2020082721 2020082722",0 days 05:00:00
Marine_Thunderstorm_Wind,1500_514_1550_576,2020-08-27 21:00:00,2020-08-27 22:00:00,Marine_Thunderstorm_Wind 2020082721 2020082722,0 days 05:00:00
Marine_Thunderstorm_Wind,1493_533_1533_573,2020-08-27 21:00:00,2020-08-27 21:00:00,Marine_Thunderstorm_Wind 2020082721 2020082721,0 days 04:00:00
Marine_Thunderstorm_Wind,1498_522_1540_564,2020-08-27 21:00:00,2020-08-27 21:00:00,Marine_Thunderstorm_Wind 2020082721 2020082721,0 days 04:00:00
Wind+Tornado+Hail,1327_625_1559_744,2020-08-27 22:00:00,2020-08-27 22:00:00,,0 days 04:00:00
Wind,1081_370_1226_475,2020-08-27 22:00:00,2020-08-27 22:00:00,,0 days 04:00:00
Wind,884_308_927_350,2020-08-27 22:00:00,2020-08-27 22:00:00,,0 days 04:00:00
Tornado+Wind,1081_371_1133_426,2020-08-27 23:00:00,2020-08-27 23:00:00,,0 days 04:00:00
Thunderstorm_Wind+Tornado,850_700_949_777,2020-08-27 23:00:00,2020-08-28 01:00:00,"Thunderstorm_Wind 2020082723 2020082801,Tornado 2020082800 2020082800",0 days 06:00:00
Wind,1336_617_1582_742,2020-08-27 23:00:00,2020-08-27 23:00:00,,0 days 04:00:00
Wind+Hail,1200_705_1242_746,2020-08-28 01:00:00,2020-08-28 01:00:00,,0 days 04:00:00
Wind,714_405_768_513,2020-08-28 01:00:00,2020-08-28 01:00:00,,0 days 04:00:00
Thunderstorm_Wind,905_728_950_773,2020-08-28 01:00:00,2020-08-28 01:00:00,Thunderstorm_Wind 2020082801 2020082801,0 days 04:00:00
Hail,845_538_886_584,2020-08-28 01:00:00,2020-08-28 01:00:00,,0 days 04:00:00
Wind,1444_575_1486_617,2020-08-28 01:00:00,2020-08-28 01:00:00,,0 days 04:00:00
Wind,1195_681_1254_743,2020-08-28 02:00:00,2020-08-28 02:00:00,,0 days 04:00:00
Wind,1248_683_1295_725,2020-08-28 04:00:00,2020-08-28 04:00:00,,0 days 04:00:00
Wind,775_489_825_541,2020-08-28 05:00:00,2020-08-28 05:00:00,,0 days 04:00:00
Flash_Flood+Flood+Hail+Thunderstorm_Wind,1240_670_1310_752,2020-08-28 05:00:00,2020-08-28 23:00:00,"Flash_Flood 2020082805 2020082809,Flood 2020082809 2020082812,Hail 2020082816 2020082816,Thunderstorm_Wind 2020082814 2020082823",0 days 22:00:00
Wind,807_473_857_523,2020-08-28 07:00:00,2020-08-28 07:00:00,,0 days 04:00:00
Wind,840_503_880_544,2020-08-28 08:00:00,2020-08-28 08:00:00,,0 days 04:00:00
Flash_Flood+Hail+Thunderstorm_Wind,1364_602_1424_710,2020-08-28 08:00:00,2020-08-28 17:00:00,"Flash_Flood 2020082811 2020082817,Hail 2020082816 2020082816,Thunderstorm_Wind 2020082808 2020082809",0 days 13:00:00
Lightning+Thunderstorm_Wind,1404_612_1508_715,2020-08-28 10:00:00,2020-08-28 14:00:00,"Lightning 2020082810 2020082810,Thunderstorm_Wind 2020082811 2020082814",0 days 08:00:00
Hail+Thunderstorm_Wind,1283_615_1367_680,2020-08-28 10:00:00,2020-08-28 13:00:00,"Hail 2020082810 2020082810,Thunderstorm_Wind 2020082812 2020082813",0 days 07:00:00
Thunderstorm_Wind+Tornado,1167_364_1247_438,2020-08-28 10:00:00,2020-08-28 19:00:00,"Thunderstorm_Wind 2020082810 2020082819,Tornado 2020082816 2020082817",0 days 13:00:00
Flash_Flood,1131_265_1184_313,2020-08-28 10:00:00,2020-08-28 16:00:00,Flash_Flood 2020082810 2020082816,0 days 10:00:00
Thunderstorm_Wind,1261_551_1343_657,2020-08-28 11:00:00,2020-08-28 18:00:00,Thunderstorm_Wind 2020082811 2020082818,0 days 11:00:00
Thunderstorm_Wind+Tornado,1186_415_1283_493,2020-08-28 11:00:00,2020-08-28 18:00:00,"Thunderstorm_Wind 2020082811 2020082817,Tornado 2020082816 2020082818",0 days 11:00:00
Thunderstorm_Wind,1192_460_1255_510,2020-08-28 12:00:00,2020-08-29 14:00:00,Thunderstorm_Wind 2020082812 2020082914,1 days 06:00:00
Marine_Thunderstorm_Wind,1463_560_1534_661,2020-08-28 12:00:00,2020-08-29 12:00:00,Marine_Thunderstorm_Wind 2020082812 2020082912,1 days 04:00:00
Flood+Hail+Thunderstorm_Wind,1355_596_1416_663,2020-08-28 13:00:00,2020-08-29 00:00:00,"Flood 2020082821 2020082900,Hail 2020082814 2020082814,Thunderstorm_Wind 2020082813 2020082814",0 days 15:00:00
Hail+Thunderstorm_Wind,1204_670_1271_751,2020-08-28 13:00:00,2020-08-28 21:00:00,"Hail 2020082815 2020082815,Thunderstorm_Wind 2020082813 2020082821",0 days 12:00:00
Thunderstorm_Wind,1489_606_1533_667,2020-08-28 13:00:00,2020-08-28 16:00:00,Thunderstorm_Wind 2020082813 2020082816,0 days 07:00:00
Hail+Thunderstorm_Wind,1485_629_1552_709,2020-08-28 14:00:00,2020-08-28 15:00:00,"Hail 2020082815 2020082815,Thunderstorm_Wind 2020082814 2020082815",0 days 05:00:00
Hail,1010_648_1062_691,2020-08-28 14:00:00,2020-08-28 15:00:00,Hail 2020082814 2020082815,0 days 05:00:00
Heavy_Rain+Thunderstorm_Wind,1331_601_1369_665,2020-08-28 14:00:00,2020-08-28 21:00:00,"Heavy_Rain 2020082821 2020082821,Thunderstorm_Wind 2020082814 2020082814",0 days 11:00:00
Thunderstorm_Wind,1505_596_1545_655,2020-08-28 14:00:00,2020-08-28 17:00:00,Thunderstorm_Wind 2020082814 2020082817,0 days 07:00:00
Hail+Thunderstorm_Wind,1468_579_1523_664,2020-08-28 14:00:00,2020-08-28 18:00:00,"Hail 2020082817 2020082817,Thunderstorm_Wind 2020082814 2020082818",0 days 08:00:00
Thunderstorm_Wind,600_402_711_491,2020-08-28 14:00:00,2020-08-28 17:00:00,Thunderstorm_Wind 2020082814 2020082817,0 days 07:00:00
Thunderstorm_Wind,1432_606_1473_648,2020-08-28 14:00:00,2020-08-28 14:00:00,Thunderstorm_Wind 2020082814 2020082814,0 days 04:00:00
Hail+Thunderstorm_Wind,1414_567_1497_641,2020-08-28 15:00:00,2020-08-28 20:00:00,"Hail 2020082815 2020082815,Thunderstorm_Wind 2020082815 2020082820",0 days 09:00:00
Thunderstorm_Wind,1500_617_1576_697,2020-08-28 15:00:00,2020-08-28 16:00:00,Thunderstorm_Wind 2020082815 2020082816,0 days 05:00:00
Hail+Thunderstorm_Wind,1018_646_1091_699,2020-08-28 15:00:00,2020-08-28 15:00:00,"Hail 2020082815 2020082815,Thunderstorm_Wind 2020082815 2020082815",0 days 04:00:00
Heat,340_357_400_415,2020-08-28 16:00:00,2020-08-28 16:00:00,,0 days 04:00:00
Wind,1291_600_1332_642,2020-08-28 16:00:00,2020-08-28 16:00:00,,0 days 04:00:00
Heat,306_202_394_425,2020-08-28 16:00:00,2020-08-28 16:00:00,,0 days 04:00:00
Heat,313_489_336_529,2020-08-28 16:00:00,2020-08-28 16:00:00,,0 days 04:00:00
Heat,369_408_394_444,2020-08-28 16:00:00,2020-08-28 16:00:00,,0 days 04:00:00
Wind,1268_601_1345_658,2020-08-28 17:00:00,2020-08-28 17:00:00,,0 days 04:00:00
Wind,1181_417_1231_484,2020-08-28 17:00:00,2020-08-28 17:00:00,,0 days 04:00:00
Wind,1426_639_1471_689,2020-08-28 17:00:00,2020-08-28 17:00:00,,0 days 04:00:00
Heat,304_153_497_500,2020-08-28 17:00:00,2020-08-28 17:00:00,,0 days 04:00:00
Heat,663_170_774_219,2020-08-28 17:00:00,2020-08-28 17:00:00,,0 days 04:00:00
Lightning,1321_346_1361_386,2020-08-28 17:00:00,2020-08-28 17:00:00,Lightning 2020082817 2020082817,0 days 04:00:00
Flash_Flood,1115_199_1156_242,2020-08-28 17:00:00,2020-08-28 19:00:00,Flash_Flood 2020082817 2020082819,0 days 06:00:00
Heat,499_192_524_216,2020-08-28 17:00:00,2020-08-28 17:00:00,,0 days 04:00:00
Funnel_Cloud,955_179_995_219,2020-08-28 17:00:00,2020-08-28 17:00:00,Funnel_Cloud 2020082817 2020082817,0 days 04:00:00
Heat,762_256_899_447,2020-08-28 17:00:00,2020-08-28 17:00:00,,0 days 04:00:00
Heat,289_482_337_541,2020-08-28 17:00:00,2020-08-28 17:00:00,,0 days 04:00:00
Thunderstorm_Wind,1388_447_1429_488,2020-08-28 17:00:00,2020-08-28 17:00:00,Thunderstorm_Wind 2020082817 2020082817,0 days 04:00:00
Wind,1298_611_1393_666,2020-08-28 18:00:00,2020-08-28 18:00:00,,0 days 04:00:00
Heat,614_71_925_475,2020-08-28 18:00:00,2020-08-28 18:00:00,,0 days 04:00:00
Wind,1236_673_1278_714,2020-08-28 18:00:00,2020-08-28 18:00:00,,0 days 04:00:00
Heat,868_89_900_142,2020-08-28 18:00:00,2020-08-28 18:00:00,,0 days 04:00:00
Wind,1433_620_1513_702,2020-08-28 18:00:00,2020-08-28 18:00:00,,0 days 04:00:00
Thunderstorm_Wind,1467_568_1508_609,2020-08-28 18:00:00,2020-08-28 18:00:00,Thunderstorm_Wind 2020082818 2020082818,0 days 04:00:00
Debris_Flow+Thunderstorm_Wind,649_473_770_522,2020-08-28 18:00:00,2020-08-28 19:00:00,"Debris_Flow 2020082818 2020082819,Thunderstorm_Wind 2020082818 2020082819",0 days 05:00:00
Wind,1193_445_1239_506,2020-08-28 18:00:00,2020-08-28 18:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1143_672_1214_751,2020-08-28 18:00:00,2020-08-28 18:00:00,Marine_Thunderstorm_Wind 2020082818 2020082818,0 days 04:00:00
Thunderstorm_Wind,1339_480_1379_520,2020-08-28 18:00:00,2020-08-28 18:00:00,Thunderstorm_Wind 2020082818 2020082818,0 days 04:00:00
Heat,289_110_546_543,2020-08-28 18:00:00,2020-08-28 18:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1259_195_1377_279,2020-08-28 19:00:00,2020-08-29 16:00:00,Marine_Thunderstorm_Wind 2020082819 2020082916,1 days 01:00:00
Thunderstorm_Wind,700_392_769_458,2020-08-28 19:00:00,2020-08-28 19:00:00,Thunderstorm_Wind 2020082819 2020082819,0 days 04:00:00
Hail+Wind,1318_600_1418_681,2020-08-28 19:00:00,2020-08-28 19:00:00,,0 days 04:00:00
Wind,1432_607_1545_700,2020-08-28 19:00:00,2020-08-28 19:00:00,,0 days 04:00:00
Flood,1062_395_1109_439,2020-08-28 19:00:00,2020-08-31 19:00:00,Flood 2020082819 2020083123,3 days 04:00:00
Hail,842_535_891_584,2020-08-28 19:00:00,2020-08-28 20:00:00,Hail 2020082819 2020082820,0 days 05:00:00
Heat,167_691_222_726,2020-08-28 19:00:00,2020-08-28 19:00:00,,0 days 04:00:00
Heat,288_5_977_545,2020-08-28 19:00:00,2020-08-28 19:00:00,,0 days 04:00:00
Hail,1011_649_1058_690,2020-08-28 20:00:00,2020-08-28 20:00:00,,0 days 04:00:00
Flood,1428_542_1516_658,2020-08-28 20:00:00,2020-08-29 11:00:00,Flood 2020082820 2020082911,0 days 19:00:00
Marine_Thunderstorm_Wind,1146_654_1211_725,2020-08-28 20:00:00,2020-08-28 20:00:00,Marine_Thunderstorm_Wind 2020082820 2020082820,0 days 04:00:00
Heat,164_672_234_776,2020-08-28 20:00:00,2020-08-28 20:00:00,,0 days 04:00:00
Heat,284_0_979_549,2020-08-28 20:00:00,2020-08-28 20:00:00,,0 days 04:00:00
Wind,1140_355_1225_433,2020-08-28 20:00:00,2020-08-28 20:00:00,,0 days 04:00:00
Wind,1480_617_1559_695,2020-08-28 20:00:00,2020-08-28 20:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind,751_473_857_549,2020-08-28 21:00:00,2020-08-29 01:00:00,"Hail 2020082821 2020082821,Thunderstorm_Wind 2020082823 2020082901",0 days 08:00:00
Wind,1261_551_1307_598,2020-08-28 21:00:00,2020-08-28 21:00:00,,0 days 04:00:00
Wind,1489_607_1578_692,2020-08-28 21:00:00,2020-08-28 21:00:00,,0 days 04:00:00
Hail+Wind,1022_649_1091_698,2020-08-28 21:00:00,2020-08-28 21:00:00,,0 days 04:00:00
Wind+Hail,1249_706_1291_748,2020-08-28 21:00:00,2020-08-28 21:00:00,,0 days 04:00:00
Wind+Tornado,1168_353_1237_434,2020-08-28 21:00:00,2020-08-28 21:00:00,,0 days 04:00:00
Wind,1389_448_1430_491,2020-08-28 22:00:00,2020-08-28 22:00:00,,0 days 04:00:00
Tornado+Wind,1229_422_1269_462,2020-08-28 22:00:00,2020-08-28 22:00:00,,0 days 04:00:00
Wind+Tornado,1196_370_1249_413,2020-08-28 22:00:00,2020-08-28 22:00:00,,0 days 04:00:00
Thunderstorm_Wind,1191_654_1242_699,2020-08-28 23:00:00,2020-08-28 23:00:00,Thunderstorm_Wind 2020082823 2020082823,0 days 04:00:00
Wind,1236_430_1285_478,2020-08-28 23:00:00,2020-08-28 23:00:00,,0 days 04:00:00
Wind,1293_571_1335_612,2020-08-28 23:00:00,2020-08-28 23:00:00,,0 days 04:00:00
Wind,878_299_928_345,2020-08-29 00:00:00,2020-08-29 00:00:00,,0 days 04:00:00
Hail,740_393_786_437,2020-08-29 00:00:00,2020-08-29 00:00:00,,0 days 04:00:00
Thunderstorm_Wind,1495_568_1557_624,2020-08-29 00:00:00,2020-08-29 12:00:00,Thunderstorm_Wind 2020082900 2020082912,0 days 16:00:00
Debris_Flow+Hail+Heavy_Rain,648_468_754_546,2020-08-29 00:00:00,2020-08-29 15:00:00,"Debris_Flow 2020082914 2020082915,Hail 2020082913 2020082913,Heavy_Rain 2020082900 2020082908",0 days 19:00:00
Thunderstorm_Wind,360_463_402_504,2020-08-29 00:00:00,2020-08-29 00:00:00,Thunderstorm_Wind 2020082900 2020082900,0 days 04:00:00
Thunderstorm_Wind,1229_650_1270_691,2020-08-29 00:00:00,2020-08-29 00:00:00,Thunderstorm_Wind 2020082900 2020082900,0 days 04:00:00
Flood,1469_564_1523_623,2020-08-29 01:00:00,2020-08-30 06:00:00,Flood 2020082901 2020083006,1 days 09:00:00
Wind+Hail,735_379_806_439,2020-08-29 01:00:00,2020-08-29 01:00:00,,0 days 04:00:00
Hail+Wind,702_723_758_763,2020-08-29 01:00:00,2020-08-29 01:00:00,,0 days 04:00:00
Wind,962_340_1021_428,2020-08-29 01:00:00,2020-08-29 01:00:00,,0 days 04:00:00
Thunderstorm_Wind,1173_593_1214_634,2020-08-29 02:00:00,2020-08-29 02:00:00,Thunderstorm_Wind 2020082902 2020082902,0 days 04:00:00
Thunderstorm_Wind,838_455_989_545,2020-08-29 02:00:00,2020-08-29 07:00:00,Thunderstorm_Wind 2020082902 2020082907,0 days 09:00:00
Wind,948_344_1003_392,2020-08-29 02:00:00,2020-08-29 02:00:00,,0 days 04:00:00
Wind,770_389_816_441,2020-08-29 02:00:00,2020-08-29 02:00:00,,0 days 04:00:00
Wind,417_347_476_396,2020-08-29 02:00:00,2020-08-29 02:00:00,,0 days 04:00:00
Wind,766_358_818_408,2020-08-29 03:00:00,2020-08-29 03:00:00,,0 days 04:00:00
Wind,976_340_1032_386,2020-08-29 03:00:00,2020-08-29 03:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind+Waterspout,1319_660_1404_745,2020-08-29 04:00:00,2020-08-29 10:00:00,"Marine_Thunderstorm_Wind 2020082904 2020082904,Waterspout 2020082910 2020082910",0 days 10:00:00
Wind,983_331_1037_372,2020-08-29 04:00:00,2020-08-29 04:00:00,,0 days 04:00:00
Flash_Flood,1508_572_1549_614,2020-08-29 04:00:00,2020-08-29 05:00:00,Flash_Flood 2020082904 2020082905,0 days 05:00:00
Thunderstorm_Wind,949_457_1002_515,2020-08-29 07:00:00,2020-08-29 07:00:00,Thunderstorm_Wind 2020082907 2020082907,0 days 04:00:00
Wind,849_357_893_405,2020-08-29 07:00:00,2020-08-29 07:00:00,,0 days 04:00:00
Wind,847_342_888_385,2020-08-29 07:00:00,2020-08-29 07:00:00,,0 days 04:00:00
Thunderstorm_Wind,964_443_1078_523,2020-08-29 08:00:00,2020-08-29 20:00:00,Thunderstorm_Wind 2020082908 2020082920,0 days 16:00:00
Marine_Thunderstorm_Wind,1465_555_1541_630,2020-08-29 11:00:00,2020-08-29 21:00:00,Marine_Thunderstorm_Wind 2020082911 2020082921,0 days 14:00:00
Flash_Flood,1505_627_1551_673,2020-08-29 11:00:00,2020-08-29 14:00:00,Flash_Flood 2020082911 2020082914,0 days 07:00:00
Flash_Flood+Hail+Lightning+Thunderstorm_Wind,978_362_1112_464,2020-08-29 12:00:00,2020-08-31 11:00:00,"Flash_Flood 2020082918 2020083111,Hail 2020082917 2020082917,Lightning 2020082914 2020082914,Thunderstorm_Wind 2020082912 2020083107",2 days 03:00:00
Flash_Flood+Hail+Thunderstorm_Wind,620_423_760_508,2020-08-29 12:00:00,2020-08-29 16:00:00,"Flash_Flood 2020082915 2020082916,Hail 2020082912 2020082912,Thunderstorm_Wind 2020082913 2020082913",0 days 08:00:00
Flash_Flood+Thunderstorm_Wind,372_347_495_415,2020-08-29 12:00:00,2020-08-30 23:00:00,"Flash_Flood 2020082919 2020083023,Thunderstorm_Wind 2020082912 2020083019",1 days 15:00:00
Wind,957_471_1002_514,2020-08-29 13:00:00,2020-08-29 13:00:00,,0 days 04:00:00
Wind,973_473_1014_513,2020-08-29 14:00:00,2020-08-29 14:00:00,,0 days 04:00:00
Thunderstorm_Wind,597_599_637_639,2020-08-29 14:00:00,2020-08-29 14:00:00,Thunderstorm_Wind 2020082914 2020082914,0 days 04:00:00
Thunderstorm_Wind,1492_707_1537_787,2020-08-29 15:00:00,2020-08-29 18:00:00,Thunderstorm_Wind 2020082915 2020082918,0 days 07:00:00
Wind,995_471_1036_511,2020-08-29 15:00:00,2020-08-29 15:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind+Tornado,1502_723_1559_829,2020-08-29 15:00:00,2020-08-29 18:00:00,"Hail 2020082915 2020082916,Thunderstorm_Wind 2020082915 2020082918,Tornado 2020082916 2020082917",0 days 07:00:00
Flash_Flood+Thunderstorm_Wind,446_312_554_367,2020-08-29 16:00:00,2020-08-29 22:00:00,"Flash_Flood 2020082918 2020082920,Thunderstorm_Wind 2020082916 2020082922",0 days 10:00:00
Marine_Thunderstorm_Wind,1422_181_1475_249,2020-08-29 16:00:00,2020-08-29 17:00:00,Marine_Thunderstorm_Wind 2020082916 2020082917,0 days 05:00:00
Heat,398_469_423_497,2020-08-29 16:00:00,2020-08-29 16:00:00,,0 days 04:00:00
Wind,1012_466_1052_507,2020-08-29 16:00:00,2020-08-29 16:00:00,,0 days 04:00:00
Thunderstorm_Wind,1465_672_1507_715,2020-08-29 16:00:00,2020-08-29 16:00:00,Thunderstorm_Wind 2020082916 2020082916,0 days 04:00:00
Flash_Flood,731_573_772_614,2020-08-29 16:00:00,2020-08-29 16:00:00,Flash_Flood 2020082916 2020082916,0 days 04:00:00
Thunderstorm_Wind,1185_449_1226_490,2020-08-29 16:00:00,2020-08-29 16:00:00,Thunderstorm_Wind 2020082916 2020082916,0 days 04:00:00
Heat,338_242_361_277,2020-08-29 16:00:00,2020-08-29 16:00:00,,0 days 04:00:00
