type,bounding_box,begin_time,end_time,details
Flash_Flood,1362_449_1405_493,2020-08-15 01:00:00,2020-08-15 04:00:00,Flash_Flood 2020081501 2020081504
Flood,1413_518_1454_559,2020-11-30 09:00:00,2020-11-30 12:00:00,Flood 2020113009 2020113012
Thunderstorm_Wind,653_185_698_230,2020-09-12 17:00:00,2020-09-12 17:00:00,Thunderstorm_Wind 2020091217 2020091217
Hail,887_512_976_576,2020-09-27 09:00:00,2020-09-27 11:00:00,Hail 2020092709 2020092711
Thunderstorm_Wind,1446_597_1510_659,2020-09-02 17:00:00,2020-09-02 19:00:00,Thunderstorm_Wind 2020090217 2020090219
Tornado,1453_390_1493_432,2020-09-25 14:00:00,2020-09-25 14:00:00,Tornado 2020092514 2020092514
Marine_Thunderstorm_Wind,1463_382_1543_483,2020-09-25 20:00:00,2020-09-29 21:00:00,Marine_Thunderstorm_Wind 2020092520 2020092921
Thunderstorm_Wind,1455_411_1497_454,2020-09-29 19:00:00,2020-09-29 19:00:00,Thunderstorm_Wind 2020092919 2020092919
Thunderstorm_Wind,1054_201_1096_244,2020-09-28 11:00:00,2020-09-28 11:00:00,Thunderstorm_Wind 2020092811 2020092811
Tornado,1486_500_1535_595,2020-08-04 01:00:00,2020-08-04 05:00:00,Tornado 2020080401 2020080405
Marine_High_Wind,1092_818_1207_929,2020-09-03 08:00:00,2020-09-03 14:00:00,Marine_High_Wind 2020090308 2020090314
Waterspout,1432_28_1482_82,2020-09-27 13:00:00,2020-09-27 13:00:00,Waterspout 2020092713 2020092713
Waterspout,1440_41_1490_91,2020-09-28 12:00:00,2020-09-28 13:00:00,Waterspout 2020092812 2020092813
Waterspout,1420_33_1473_80,2020-09-30 13:00:00,2020-09-30 16:00:00,Waterspout 2020093013 2020093016
Marine_Thunderstorm_Wind+Waterspout,1400_312_1473_391,2020-09-17 03:00:00,2020-09-17 16:00:00,"Marine_Thunderstorm_Wind 2020091703 2020091716,Waterspout 2020091716 2020091716"
Marine_Thunderstorm_Wind,1291_199_1331_239,2020-09-06 20:00:00,2020-09-06 20:00:00,Marine_Thunderstorm_Wind 2020090620 2020090620
Hail,716_543_766_587,2020-08-15 17:00:00,2020-08-15 17:00:00,Hail 2020081517 2020081517
Flash_Flood+Thunderstorm_Wind,308_486_388_548,2020-08-23 13:00:00,2020-08-23 16:00:00,"Flash_Flood 2020082313 2020082315,Thunderstorm_Wind 2020082316 2020082316"
Hail,780_591_871_652,2020-08-05 22:00:00,2020-08-06 00:00:00,Hail 2020080522 2020080600
Hail,954_455_1006_503,2020-08-15 15:00:00,2020-08-15 16:00:00,Hail 2020081515 2020081516
Thunderstorm_Wind,1356_465_1463_533,2020-08-06 14:00:00,2020-08-06 17:00:00,Thunderstorm_Wind 2020080614 2020080617
Hail+Thunderstorm_Wind,772_706_836_821,2020-08-26 14:00:00,2020-08-26 18:00:00,"Hail 2020082614 2020082618,Thunderstorm_Wind 2020082614 2020082616"
Flash_Flood+Flood,1466_569_1514_625,2020-08-13 08:00:00,2020-08-14 12:00:00,"Flash_Flood 2020081308 2020081311,Flood 2020081310 2020081412"
Thunderstorm_Wind,1464_772_1505_814,2020-08-02 13:00:00,2020-08-02 13:00:00,Thunderstorm_Wind 2020080213 2020080213
Flash_Flood+Hail+Thunderstorm_Wind,1256_293_1374_454,2020-08-19 12:00:00,2020-08-21 00:00:00,"Flash_Flood 2020082018 2020082100,Hail 2020081916 2020081917,Thunderstorm_Wind 2020081912 2020082019"
Thunderstorm_Wind,476_654_516_694,2020-08-05 22:00:00,2020-08-05 22:00:00,Thunderstorm_Wind 2020080522 2020080522
Thunderstorm_Wind,961_340_1003_395,2020-08-29 19:00:00,2020-08-29 20:00:00,Thunderstorm_Wind 2020082919 2020082920
Hail+Thunderstorm_Wind,1555_757_1620_823,2020-08-24 13:00:00,2020-08-24 17:00:00,"Hail 2020082415 2020082415,Thunderstorm_Wind 2020082413 2020082417"
Thunderstorm_Wind,1016_537_1067_585,2020-11-10 11:00:00,2020-11-10 12:00:00,Thunderstorm_Wind 2020111011 2020111012
Thunderstorm_Wind,792_509_834_551,2020-08-01 15:00:00,2020-08-01 15:00:00,Thunderstorm_Wind 2020080115 2020080115
Flash_Flood,867_193_910_237,2020-09-04 08:00:00,2020-09-04 10:00:00,Flash_Flood 2020090408 2020090410
Flash_Flood+Thunderstorm_Wind,788_158_917_246,2020-09-09 10:00:00,2020-09-10 05:00:00,"Flash_Flood 2020090910 2020091005,Thunderstorm_Wind 2020090912 2020090912"
Flash_Flood+Flood,1262_550_1336_607,2020-09-03 07:00:00,2020-09-03 09:00:00,"Flash_Flood 2020090307 2020090309,Flood 2020090307 2020090309"
Thunderstorm_Wind,1443_594_1485_640,2020-09-02 17:00:00,2020-09-02 18:00:00,Thunderstorm_Wind 2020090217 2020090218
Thunderstorm_Wind+Tornado,1456_588_1518_650,2020-09-03 15:00:00,2020-09-03 17:00:00,"Thunderstorm_Wind 2020090315 2020090316,Tornado 2020090316 2020090317"
Hail,765_569_805_609,2020-09-07 21:00:00,2020-09-07 21:00:00,Hail 2020090721 2020090721
Marine_High_Wind,1092_818_1210_912,2020-09-06 15:00:00,2020-09-07 04:00:00,Marine_High_Wind 2020090615 2020090704
Thunderstorm_Wind,892_151_935_194,2020-09-06 18:00:00,2020-09-06 18:00:00,Thunderstorm_Wind 2020090618 2020090618
Marine_Thunderstorm_Wind,877_101_930_154,2020-09-04 16:00:00,2020-09-04 16:00:00,Marine_Thunderstorm_Wind 2020090416 2020090416
Thunderstorm_Wind,1303_239_1345_281,2020-09-12 15:00:00,2020-09-12 15:00:00,Thunderstorm_Wind 2020091215 2020091215
Marine_Thunderstorm_Wind,882_44_931_97,2020-09-05 00:00:00,2020-09-05 03:00:00,Marine_Thunderstorm_Wind 2020090500 2020090503
Heavy_Rain+Thunderstorm_Wind,1369_438_1413_482,2020-09-01 22:00:00,2020-09-01 22:00:00,"Heavy_Rain 2020090122 2020090122,Thunderstorm_Wind 2020090122 2020090122"
Marine_Thunderstorm_Wind,1402_313_1444_356,2020-09-12 01:00:00,2020-09-12 01:00:00,Marine_Thunderstorm_Wind 2020091201 2020091201
Thunderstorm_Wind,1401_350_1445_395,2020-09-25 16:00:00,2020-09-25 16:00:00,Thunderstorm_Wind 2020092516 2020092516
Marine_Thunderstorm_Wind,1426_344_1467_385,2020-09-28 09:00:00,2020-09-28 09:00:00,Marine_Thunderstorm_Wind 2020092809 2020092809
Thunderstorm_Wind,1455_580_1500_624,2020-09-03 17:00:00,2020-09-03 18:00:00,Thunderstorm_Wind 2020090317 2020090318
Thunderstorm_Wind,791_573_832_614,2020-08-12 05:00:00,2020-08-12 05:00:00,Thunderstorm_Wind 2020081205 2020081205
Hail,886_454_933_521,2020-08-12 23:00:00,2020-08-12 23:00:00,Hail 2020081223 2020081223
Thunderstorm_Wind,360_463_402_504,2020-08-29 00:00:00,2020-08-29 00:00:00,Thunderstorm_Wind 2020082900 2020082900
Hail+Thunderstorm_Wind,759_584_902_719,2020-08-11 15:00:00,2020-08-12 01:00:00,"Hail 2020081115 2020081122,Thunderstorm_Wind 2020081115 2020081201"
Thunderstorm_Wind,949_457_1002_515,2020-08-29 07:00:00,2020-08-29 07:00:00,Thunderstorm_Wind 2020082907 2020082907
Marine_Thunderstorm_Wind,962_164_1024_225,2020-08-26 08:00:00,2020-08-27 01:00:00,Marine_Thunderstorm_Wind 2020082608 2020082701
Hail+Thunderstorm_Wind,703_784_907_863,2020-08-13 22:00:00,2020-08-14 07:00:00,"Hail 2020081323 2020081405,Thunderstorm_Wind 2020081322 2020081407"
Waterspout,1372_709_1419_759,2020-08-04 20:00:00,2020-08-04 20:00:00,Waterspout 2020080420 2020080420
Flash_Flood+Hail+Thunderstorm_Wind,1247_311_1365_456,2020-08-03 12:00:00,2020-08-03 18:00:00,"Flash_Flood 2020080314 2020080318,Hail 2020080312 2020080313,Thunderstorm_Wind 2020080312 2020080317"
Thunderstorm_Wind,424_605_489_664,2020-08-19 17:00:00,2020-08-19 17:00:00,Thunderstorm_Wind 2020081917 2020081917
Thunderstorm_Wind,976_330_1037_388,2020-08-29 21:00:00,2020-08-29 22:00:00,Thunderstorm_Wind 2020082921 2020082922
Thunderstorm_Wind,1566_778_1617_841,2020-08-25 14:00:00,2020-08-25 15:00:00,Thunderstorm_Wind 2020082514 2020082515
Thunderstorm_Wind,760_367_817_423,2020-08-12 16:00:00,2020-08-12 16:00:00,Thunderstorm_Wind 2020081216 2020081216
Marine_Thunderstorm_Wind,1421_33_1462_74,2020-08-22 06:00:00,2020-08-22 06:00:00,Marine_Thunderstorm_Wind 2020082206 2020082206
Hail+Thunderstorm_Wind+Tornado,1020_597_1104_705,2020-08-10 11:00:00,2020-08-10 13:00:00,"Hail 2020081012 2020081012,Thunderstorm_Wind 2020081011 2020081013,Tornado 2020081011 2020081011"
Hail+Thunderstorm_Wind,737_456_867_565,2020-08-14 15:00:00,2020-08-14 23:00:00,"Hail 2020081415 2020081423,Thunderstorm_Wind 2020081418 2020081418"
Lightning,1375_292_1417_335,2020-09-01 19:00:00,2020-09-01 19:00:00,Lightning 2020090119 2020090119
Heavy_Rain,1395_251_1437_293,2020-09-06 19:00:00,2020-09-06 20:00:00,Heavy_Rain 2020090619 2020090620
Marine_Thunderstorm_Wind+Waterspout,1395_253_1434_321,2020-09-06 11:00:00,2020-09-06 20:00:00,"Marine_Thunderstorm_Wind 2020090620 2020090620,Waterspout 2020090611 2020090611"
Waterspout,1408_214_1455_265,2020-09-08 14:00:00,2020-09-08 14:00:00,Waterspout 2020090814 2020090814
Heavy_Rain,1361_226_1403_269,2020-09-09 17:00:00,2020-09-09 19:00:00,Heavy_Rain 2020090917 2020090919
Heavy_Rain+Thunderstorm_Wind,1364_228_1427_296,2020-09-09 23:00:00,2020-09-10 14:00:00,"Heavy_Rain 2020090923 2020091000,Thunderstorm_Wind 2020091014 2020091014"
Thunderstorm_Wind,1107_827_1170_884,2020-09-25 20:00:00,2020-09-25 21:00:00,Thunderstorm_Wind 2020092520 2020092521
Marine_Thunderstorm_Wind,882_98_928_156,2020-09-05 02:00:00,2020-09-05 02:00:00,Marine_Thunderstorm_Wind 2020090502 2020090502
Flash_Flood,1471_526_1526_607,2020-09-10 05:00:00,2020-09-10 20:00:00,Flash_Flood 2020091005 2020091020
Waterspout,1418_30_1459_71,2020-09-03 14:00:00,2020-09-03 15:00:00,Waterspout 2020090314 2020090315
Waterspout,1435_38_1478_83,2020-09-05 13:00:00,2020-09-05 13:00:00,Waterspout 2020090513 2020090513
Flash_Flood,1327_382_1367_423,2020-09-17 08:00:00,2020-09-17 11:00:00,Flash_Flood 2020091708 2020091711
Flood,1325_425_1366_466,2020-09-13 05:00:00,2020-09-13 05:00:00,Flood 2020091305 2020091305
Flood,1327_424_1368_466,2020-09-17 15:00:00,2020-09-18 03:00:00,Flood 2020091715 2020091803
Marine_Thunderstorm_Wind,1401_307_1514_415,2020-09-29 16:00:00,2020-09-29 18:00:00,Marine_Thunderstorm_Wind 2020092916 2020092918
Flash_Flood,1068_334_1109_375,2020-09-23 06:00:00,2020-09-23 09:00:00,Flash_Flood 2020092306 2020092309
Hail,980_836_1020_876,2020-09-25 15:00:00,2020-09-25 15:00:00,Hail 2020092515 2020092515
Hail+Thunderstorm_Wind,841_513_895_569,2020-08-14 21:00:00,2020-08-14 22:00:00,"Hail 2020081421 2020081422,Thunderstorm_Wind 2020081421 2020081421"
Thunderstorm_Wind,469_619_515_661,2020-11-14 01:00:00,2020-11-14 01:00:00,Thunderstorm_Wind 2020111401 2020111401
Flash_Flood+Hail+Heavy_Rain+Thunderstorm_Wind,964_448_1095_538,2020-08-09 15:00:00,2020-08-11 15:00:00,"Flash_Flood 2020081017 2020081023,Hail 2020081016 2020081115,Heavy_Rain 2020081009 2020081109,Thunderstorm_Wind 2020080915 2020081018"
Thunderstorm_Wind,1393_472_1445_523,2020-08-05 20:00:00,2020-08-05 20:00:00,Thunderstorm_Wind 2020080520 2020080520
Hail+Thunderstorm_Wind,1365_512_1412_569,2020-08-06 14:00:00,2020-08-06 16:00:00,"Hail 2020080614 2020080615,Thunderstorm_Wind 2020080615 2020080616"
Flash_Flood+Thunderstorm_Wind,1357_443_1410_491,2020-08-06 21:00:00,2020-08-06 23:00:00,"Flash_Flood 2020080621 2020080623,Thunderstorm_Wind 2020080621 2020080621"
Flash_Flood,1340_445_1380_485,2020-08-24 19:00:00,2020-08-24 21:00:00,Flash_Flood 2020082419 2020082421
Heavy_Rain,1373_275_1416_320,2020-09-10 13:00:00,2020-09-10 14:00:00,Heavy_Rain 2020091013 2020091014
Marine_Thunderstorm_Wind,1373_218_1459_327,2020-09-13 02:00:00,2020-09-13 06:00:00,Marine_Thunderstorm_Wind 2020091302 2020091306
Lightning+Thunderstorm_Wind,1003_452_1060_534,2020-09-27 14:00:00,2020-09-27 16:00:00,"Lightning 2020092716 2020092716,Thunderstorm_Wind 2020092714 2020092716"
Tornado,1088_199_1129_240,2020-08-26 12:00:00,2020-08-26 12:00:00,Tornado 2020082612 2020082612
Hail,723_523_794_627,2020-08-16 13:00:00,2020-08-16 16:00:00,Hail 2020081613 2020081616
Hail,513_764_568_843,2020-08-03 14:00:00,2020-08-03 18:00:00,Hail 2020080314 2020080318
Waterspout,1480_579_1524_626,2020-08-04 06:00:00,2020-08-04 06:00:00,Waterspout 2020080406 2020080406
Thunderstorm_Wind,1412_518_1455_561,2020-08-24 18:00:00,2020-08-24 18:00:00,Thunderstorm_Wind 2020082418 2020082418
Thunderstorm_Wind,1364_531_1417_577,2020-08-25 18:00:00,2020-08-25 18:00:00,Thunderstorm_Wind 2020082518 2020082518
Thunderstorm_Wind+Tornado,1055_669_1125_771,2020-08-10 05:00:00,2020-08-10 12:00:00,"Thunderstorm_Wind 2020081005 2020081012,Tornado 2020081011 2020081011"
Thunderstorm_Wind,1118_277_1161_321,2020-08-20 15:00:00,2020-08-20 15:00:00,Thunderstorm_Wind 2020082015 2020082015
Flash_Flood,1118_255_1177_318,2020-08-25 11:00:00,2020-08-25 14:00:00,Flash_Flood 2020082511 2020082514
Hail+Thunderstorm_Wind,737_441_809_491,2020-08-14 19:00:00,2020-08-14 20:00:00,"Hail 2020081419 2020081419,Thunderstorm_Wind 2020081419 2020081420"
Hail+Thunderstorm_Wind,751_473_857_549,2020-08-28 21:00:00,2020-08-29 01:00:00,"Hail 2020082821 2020082821,Thunderstorm_Wind 2020082823 2020082901"
Flood,1413_79_1507_141,2020-09-09 08:00:00,2020-09-09 13:00:00,Flood 2020090908 2020090913
Flood,1467_92_1508_135,2020-09-24 20:00:00,2020-09-24 23:00:00,Flood 2020092420 2020092423
Flood,1466_89_1508_131,2020-09-26 13:00:00,2020-09-26 15:00:00,Flood 2020092613 2020092615
Flood+Heavy_Rain,1385_283_1428_326,2020-09-14 23:00:00,2020-09-15 19:00:00,"Flood 2020091516 2020091519,Heavy_Rain 2020091423 2020091519"
Thunderstorm_Wind,1436_601_1479_645,2020-09-03 14:00:00,2020-09-03 14:00:00,Thunderstorm_Wind 2020090314 2020090314
Thunderstorm_Wind,1464_589_1506_631,2020-09-03 16:00:00,2020-09-03 16:00:00,Thunderstorm_Wind 2020090316 2020090316
Marine_Thunderstorm_Wind,1479_593_1522_645,2020-09-02 19:00:00,2020-09-03 20:00:00,Marine_Thunderstorm_Wind 2020090219 2020090320
Heavy_Rain,1498_569_1563_624,2020-09-17 11:00:00,2020-09-18 05:00:00,Heavy_Rain 2020091711 2020091805
Heavy_Rain,1465_482_1558_551,2020-09-17 06:00:00,2020-09-18 08:00:00,Heavy_Rain 2020091706 2020091808
Thunderstorm_Wind,1392_311_1436_356,2020-09-29 15:00:00,2020-09-29 15:00:00,Thunderstorm_Wind 2020092915 2020092915
Thunderstorm_Wind+Tornado,773_362_821_409,2020-09-01 18:00:00,2020-09-01 18:00:00,"Thunderstorm_Wind 2020090118 2020090118,Tornado 2020090118 2020090118"
Flash_Flood+Flood,1277_494_1338_567,2020-09-12 20:00:00,2020-09-13 15:00:00,"Flash_Flood 2020091220 2020091313,Flood 2020091222 2020091315"
Hail+Thunderstorm_Wind,493_801_619_943,2020-08-26 16:00:00,2020-08-26 17:00:00,"Hail 2020082617 2020082617,Thunderstorm_Wind 2020082616 2020082616"
Flood+Lightning,1201_575_1265_635,2020-08-03 15:00:00,2020-08-03 18:00:00,"Flood 2020080315 2020080318,Lightning 2020080316 2020080316"
Flood,1463_591_1504_632,2020-08-04 07:00:00,2020-08-04 15:00:00,Flood 2020080407 2020080415
Flash_Flood,1478_608_1519_650,2020-08-23 18:00:00,2020-08-23 20:00:00,Flash_Flood 2020082318 2020082320
Marine_Hail+Marine_Thunderstorm_Wind+Waterspout,1146_640_1209_709,2020-08-10 14:00:00,2020-08-10 16:00:00,"Marine_Hail 2020081014 2020081015,Marine_Thunderstorm_Wind 2020081015 2020081016,Waterspout 2020081015 2020081015"
Marine_Thunderstorm_Wind,1600_781_1641_822,2020-08-19 16:00:00,2020-08-19 16:00:00,Marine_Thunderstorm_Wind 2020081916 2020081916
Marine_Thunderstorm_Wind,1616_804_1688_908,2020-08-25 15:00:00,2020-08-25 15:00:00,Marine_Thunderstorm_Wind 2020082515 2020082515
Marine_Thunderstorm_Wind,1597_791_1647_850,2020-08-25 15:00:00,2020-08-25 15:00:00,Marine_Thunderstorm_Wind 2020082515 2020082515
Flash_Flood,1172_369_1213_410,2020-08-26 07:00:00,2020-08-26 10:00:00,Flash_Flood 2020082607 2020082610
Hail,732_415_773_456,2020-08-09 20:00:00,2020-08-09 20:00:00,Hail 2020080920 2020080920
Hail+Thunderstorm_Wind,738_441_801_490,2020-08-09 18:00:00,2020-08-09 22:00:00,"Hail 2020080918 2020080920,Thunderstorm_Wind 2020080920 2020080922"
Hail+Thunderstorm_Wind,743_390_829_477,2020-08-14 15:00:00,2020-08-14 21:00:00,"Hail 2020081415 2020081416,Thunderstorm_Wind 2020081420 2020081421"
Marine_Thunderstorm_Wind,1463_100_1512_155,2020-09-25 12:00:00,2020-09-25 12:00:00,Marine_Thunderstorm_Wind 2020092512 2020092512
Tornado,1359_277_1400_318,2020-09-16 18:00:00,2020-09-16 18:00:00,Tornado 2020091618 2020091618
Funnel_Cloud,1382_242_1425_285,2020-09-16 18:00:00,2020-09-16 18:00:00,Funnel_Cloud 2020091618 2020091618
Marine_Thunderstorm_Wind,1407_221_1451_266,2020-09-17 13:00:00,2020-09-17 13:00:00,Marine_Thunderstorm_Wind 2020091713 2020091713
Thunderstorm_Wind,1406_223_1447_265,2020-09-17 13:00:00,2020-09-17 13:00:00,Thunderstorm_Wind 2020091713 2020091713
Marine_Thunderstorm_Wind,1481_593_1524_637,2020-09-03 17:00:00,2020-09-03 18:00:00,Marine_Thunderstorm_Wind 2020090317 2020090318
Marine_Thunderstorm_Wind,1461_559_1534_620,2020-09-04 16:00:00,2020-09-04 18:00:00,Marine_Thunderstorm_Wind 2020090416 2020090418
Flash_Flood+Heavy_Rain,1068_335_1112_385,2020-09-23 07:00:00,2020-09-23 10:00:00,"Flash_Flood 2020092307 2020092310,Heavy_Rain 2020092309 2020092309"
Flood,995_377_1111_467,2020-09-01 00:00:00,2020-09-19 07:00:00,Flood 2020090100 2020091907
Lightning+Thunderstorm_Wind,1490_509_1543_578,2020-08-27 21:00:00,2020-08-27 22:00:00,"Lightning 2020082722 2020082722,Thunderstorm_Wind 2020082721 2020082722"
Thunderstorm_Wind+Tornado,1384_321_1427_371,2020-09-17 01:00:00,2020-09-17 02:00:00,"Thunderstorm_Wind 2020091702 2020091702,Tornado 2020091701 2020091702"
Marine_Thunderstorm_Wind,1365_141_1411_235,2020-09-06 17:00:00,2020-09-07 16:00:00,Marine_Thunderstorm_Wind 2020090617 2020090716
Flood,1377_135_1417_196,2020-09-09 16:00:00,2020-09-10 17:00:00,Flood 2020090916 2020091017
Flash_Flood+Flood,1172_496_1227_542,2020-09-03 04:00:00,2020-09-03 08:00:00,"Flash_Flood 2020090304 2020090306,Flood 2020090304 2020090308"
Marine_Thunderstorm_Wind,1487_559_1543_622,2020-09-29 21:00:00,2020-09-30 00:00:00,Marine_Thunderstorm_Wind 2020092921 2020093000
Heavy_Rain+Thunderstorm_Wind,1331_601_1369_665,2020-08-28 14:00:00,2020-08-28 21:00:00,"Heavy_Rain 2020082821 2020082821,Thunderstorm_Wind 2020082814 2020082814"
Flash_Flood,1448_502_1543_610,2020-08-06 13:00:00,2020-08-06 20:00:00,Flash_Flood 2020080613 2020080620
Thunderstorm_Wind+Tornado,860_293_963_365,2020-11-24 19:00:00,2020-11-24 21:00:00,"Thunderstorm_Wind 2020112419 2020112421,Tornado 2020112420 2020112420"
Flash_Flood,1384_386_1425_428,2020-11-26 09:00:00,2020-11-26 10:00:00,Flash_Flood 2020112609 2020112610
Thunderstorm_Wind,964_443_1078_523,2020-08-29 08:00:00,2020-08-29 20:00:00,Thunderstorm_Wind 2020082908 2020082920
Thunderstorm_Wind,1205_442_1245_483,2020-08-03 17:00:00,2020-08-03 17:00:00,Thunderstorm_Wind 2020080317 2020080317
Thunderstorm_Wind,1226_445_1268_498,2020-08-10 14:00:00,2020-08-10 15:00:00,Thunderstorm_Wind 2020081014 2020081015
Flash_Flood,991_263_1051_328,2020-08-27 06:00:00,2020-08-27 11:00:00,Flash_Flood 2020082706 2020082711
Flood,858_783_903_828,2020-08-01 00:00:00,2020-08-31 23:00:00,Flood 2020080100 2020083123
Thunderstorm_Wind,1293_370_1335_413,2020-08-26 14:00:00,2020-08-26 15:00:00,Thunderstorm_Wind 2020082614 2020082615
Lightning,1321_346_1361_386,2020-08-28 17:00:00,2020-08-28 17:00:00,Lightning 2020082817 2020082817
Flash_Flood+Thunderstorm_Wind,1287_306_1341_418,2020-08-30 16:00:00,2020-08-30 22:00:00,"Flash_Flood 2020083019 2020083022,Thunderstorm_Wind 2020083016 2020083019"
Thunderstorm_Wind,784_246_826_290,2020-08-22 00:00:00,2020-08-22 01:00:00,Thunderstorm_Wind 2020082200 2020082201
Thunderstorm_Wind,771_242_845_353,2020-08-31 17:00:00,2020-08-31 18:00:00,Thunderstorm_Wind 2020083117 2020083118
Hail+Thunderstorm_Wind,943_239_1005_360,2020-08-16 14:00:00,2020-08-16 23:00:00,"Hail 2020081614 2020081623,Thunderstorm_Wind 2020081623 2020081623"
Flood+Hail,799_445_846_490,2020-08-10 16:00:00,2020-08-10 18:00:00,"Flood 2020081018 2020081018,Hail 2020081016 2020081016"
Heavy_Rain,1403_216_1451_276,2020-09-18 23:00:00,2020-09-19 19:00:00,Heavy_Rain 2020091823 2020091919
Marine_Thunderstorm_Wind,1524_581_1565_622,2020-09-30 00:00:00,2020-09-30 00:00:00,Marine_Thunderstorm_Wind 2020093000 2020093000
Marine_Thunderstorm_Wind,1498_522_1541_566,2020-09-29 22:00:00,2020-09-29 23:00:00,Marine_Thunderstorm_Wind 2020092922 2020092923
Tornado,1484_512_1531_558,2020-09-29 21:00:00,2020-09-29 22:00:00,Tornado 2020092921 2020092922
Flash_Flood+Heavy_Rain+Tornado,1364_359_1446_440,2020-09-16 05:00:00,2020-09-18 05:00:00,"Flash_Flood 2020091709 2020091714,Heavy_Rain 2020091605 2020091805,Tornado 2020091706 2020091712"
Flood,1077_456_1119_498,2020-09-01 09:00:00,2020-09-01 12:00:00,Flood 2020090109 2020090112
Marine_Thunderstorm_Wind,915_115_1032_221,2020-09-20 23:00:00,2020-09-21 22:00:00,Marine_Thunderstorm_Wind 2020092023 2020092122
Tornado,1509_448_1548_502,2020-09-17 20:00:00,2020-09-18 00:00:00,Tornado 2020091720 2020091800
Flood+Hail+Thunderstorm_Wind,1355_596_1416_663,2020-08-28 13:00:00,2020-08-29 00:00:00,"Flood 2020082821 2020082900,Hail 2020082814 2020082814,Thunderstorm_Wind 2020082813 2020082814"
Flood+Hail+Thunderstorm_Wind,1183_429_1246_496,2020-08-12 12:00:00,2020-08-12 13:00:00,"Flood 2020081213 2020081213,Hail 2020081212 2020081212,Thunderstorm_Wind 2020081212 2020081213"
Flash_Flood+Flood,1463_586_1518_649,2020-09-03 16:00:00,2020-09-04 17:00:00,"Flash_Flood 2020090316 2020090317,Flood 2020090316 2020090417"
Thunderstorm_Wind,1173_593_1214_634,2020-08-29 02:00:00,2020-08-29 02:00:00,Thunderstorm_Wind 2020082902 2020082902
Hail,808_863_853_907,2020-08-09 04:00:00,2020-08-09 05:00:00,Hail 2020080904 2020080905
Debris_Flow+Flash_Flood+Flood+Heavy_Rain,1344_483_1429_547,2020-08-12 07:00:00,2020-08-15 20:00:00,"Debris_Flow 2020081515 2020081517,Flash_Flood 2020081213 2020081320,Flood 2020081515 2020081520,Heavy_Rain 2020081207 2020081407"
Funnel_Cloud,1004_714_1054_759,2020-08-22 16:00:00,2020-08-22 17:00:00,Funnel_Cloud 2020082216 2020082217
Hail+Thunderstorm_Wind,754_510_847_604,2020-08-16 16:00:00,2020-08-16 19:00:00,"Hail 2020081616 2020081617,Thunderstorm_Wind 2020081616 2020081619"
Hail+Tornado,783_389_827_447,2020-08-16 13:00:00,2020-08-16 14:00:00,"Hail 2020081613 2020081614,Tornado 2020081613 2020081613"
Thunderstorm_Wind,1029_586_1070_627,2020-08-10 11:00:00,2020-08-10 11:00:00,Thunderstorm_Wind 2020081011 2020081011
Hail+Thunderstorm_Wind+Tornado,1057_604_1141_700,2020-08-10 12:00:00,2020-08-10 14:00:00,"Hail 2020081012 2020081012,Thunderstorm_Wind 2020081012 2020081014,Tornado 2020081013 2020081013"
Marine_Thunderstorm_Wind+Waterspout,1364_94_1437_207,2020-09-09 14:00:00,2020-09-10 15:00:00,"Marine_Thunderstorm_Wind 2020091015 2020091015,Waterspout 2020090914 2020091013"
Heavy_Rain,0_379_20_442,2020-09-23 15:00:00,2020-09-23 23:00:00,Heavy_Rain 2020092315 2020092323
Heavy_Rain,1438_498_1549_611,2020-11-11 06:00:00,2020-11-12 17:00:00,Heavy_Rain 2020111106 2020111217
Thunderstorm_Wind,986_497_1029_540,2020-08-15 08:00:00,2020-08-15 08:00:00,Thunderstorm_Wind 2020081508 2020081508
Thunderstorm_Wind,804_228_863_328,2020-08-15 15:00:00,2020-08-16 19:00:00,Thunderstorm_Wind 2020081515 2020081619
Thunderstorm_Wind,1241_454_1282_495,2020-08-13 12:00:00,2020-08-13 12:00:00,Thunderstorm_Wind 2020081312 2020081312
Lightning,1213_440_1256_483,2020-08-21 16:00:00,2020-08-21 16:00:00,Lightning 2020082116 2020082116
Thunderstorm_Wind,1185_449_1226_490,2020-08-29 16:00:00,2020-08-29 16:00:00,Thunderstorm_Wind 2020082916 2020082916
Thunderstorm_Wind,1184_397_1229_476,2020-08-27 15:00:00,2020-08-27 16:00:00,Thunderstorm_Wind 2020082715 2020082716
Hail+Tornado,849_794_906_844,2020-08-09 13:00:00,2020-08-09 14:00:00,"Hail 2020080914 2020080914,Tornado 2020080913 2020080913"
Thunderstorm_Wind,1379_503_1421_545,2020-08-05 16:00:00,2020-08-05 16:00:00,Thunderstorm_Wind 2020080516 2020080516
Flash_Flood+Flood+Heavy_Rain,1058_709_1126_769,2020-08-27 16:00:00,2020-08-28 20:00:00,"Flash_Flood 2020082801 2020082806,Flood 2020082805 2020082820,Heavy_Rain 2020082716 2020082812"
Hail,1064_710_1128_790,2020-08-24 20:00:00,2020-08-25 06:00:00,Hail 2020082420 2020082506
Thunderstorm_Wind,1576_798_1618_840,2020-08-22 11:00:00,2020-08-22 12:00:00,Thunderstorm_Wind 2020082211 2020082212
Thunderstorm_Wind,1427_349_1468_390,2020-08-29 17:00:00,2020-08-29 17:00:00,Thunderstorm_Wind 2020082917 2020082917
